"Site_Category","Species","Site","Site_Mean_Wasting Event","Site_Mean_Post-Wasting Recovery","Site_Mean_Pre-Wasting","stdev_Wasting Event","stdev_Post-Wasting Recovery","stdev_Pre-Wasting","prop_baseline"
"PVR&Adj","Mesocentrotus franciscanus","3 Palms West",3.47222222222222,12.0833333333333,9.58333333333331,5.12916889866013,16.8717540479964,4.43202630213958,1.26086956521739
"PVR&Adj","Patiria miniata","3 Palms West",1.66666666666667,7.60416666666667,16.6666666666667,2.50603137185371,10.5738146170413,15.6347191994114,0.45625
"PVR&Adj","Pisaster giganteus","3 Palms West",0,0.0520833333333334,2.91666666666667,0,0.292280156005085,3.42145425314283,0.0178571428571429
"PVR&Adj","Strongylocentrotus purpuratus","3 Palms West",0,1.19791666666667,8.33333333333333,0,2.7931124345988,9.25820099772551,0.14375
"Non-MPA","Mesocentrotus franciscanus","Albondigas",212.777777777778,65.0980392156862,93.7499999999999,173.757251623012,42.075651717107,79.2261681156277,0.694379084967321
"Non-MPA","Patiria miniata","Albondigas",8.88888888888889,4.60784313725491,72.4999999999999,14.7595771567182,6.71771896322886,43.2508372246701,0.063556457065585
"Non-MPA","Pisaster giganteus","Albondigas",0.277777777777778,1.42156862745098,19.5833333333334,0.648749120134604,1.69830341867452,8.20133554745232,0.0725907384230288
"Non-MPA","Pisaster ochraceus","Albondigas",0,0.0980392156862747,0.416666666666668,0,0.398054289351022,0.771516749810461,0.235294117647059
"Non-MPA","Strongylocentrotus purpuratus","Albondigas",123.055555555556,103.921568627451,65.4166666666666,85.9787186886387,176.802350389322,62.8979395024256,1.58860996627951
"PVR&Adj","Mesocentrotus franciscanus","Bunker Point",2.08333333333333,2.29166666666667,33.8888888888889,2.95020401052261,4.33902759772591,27.0925586463651,0.0676229508196721
"PVR&Adj","Patiria miniata","Bunker Point",0.833333333333334,5.72916666666667,16.3888888888889,1.72132593164774,8.66725171000506,8.84300023739981,0.349576271186441
"PVR&Adj","Pisaster giganteus","Bunker Point",0,0,5.83333333333333,0,0,3.29523684408054,0
"PVR&Adj","Strongylocentrotus purpuratus","Bunker Point",1.66666666666667,0.989583333333334,6.66666666666667,3.33333333333333,3.24918589722241,7.78498944161523,0.1484375
"Non-MPA","Mesocentrotus franciscanus","Cairns",21.1111111111111,11.1458333333333,18.8888888888889,17.4695502284743,9.73193958818838,9.58393717904347,0.590073529411765
"Non-MPA","Patiria miniata","Cairns",1.38888888888889,2.91666666666667,14.1666666666667,2.6701366312662,2.75546594836383,10.0415802209281,0.205882352941176
"Non-MPA","Pisaster giganteus","Cairns",0,0.416666666666667,15,0,0.962250448649376,10.6978710239208,0.0277777777777778
"Non-MPA","Pisaster ochraceus","Cairns",0,0,0.833333333333333,0,0,1.39443337755679,0
"Non-MPA","Strongylocentrotus purpuratus","Cairns",11.1111111111111,3.4375,220.277777777778,13.8510595931088,4.69312933584437,360.406277949185,0.0156052963430013
"Non-MPA","Mesocentrotus franciscanus","Christmas Tree Cove",20.5555555555556,28.4375,13.75,28.4149152278765,14.5991977202199,10.6610228124419,2.06818181818182
"Non-MPA","Patiria miniata","Christmas Tree Cove",4.72222222222222,7.5,132.916666666667,7.10372880696911,8.09663853432741,32.1563023026245,0.0564263322884012
"Non-MPA","Pisaster giganteus","Christmas Tree Cove",0.277777777777778,0.520833333333334,5.41666666666667,0.680413817439773,1.32200044825453,3.43592135468138,0.0961538461538462
"Non-MPA","Strongylocentrotus purpuratus","Christmas Tree Cove",33.8888888888889,22.3958333333333,118.75,16.7553197743505,41.7841399558715,183.557312676551,0.18859649122807
"PVR-Control","Mesocentrotus franciscanus","Hawthorne Reef",18.3333333333333,10.46875,7.85714285714285,26.2006379684101,11.9834863962084,14.9955901807073,1.33238636363636
"PVR-Control","Patiria miniata","Hawthorne Reef",30.4166666666667,25.8854166666667,93.9285714285715,24.5355406221911,31.6868061132366,47.4866545812158,0.27558618504436
"PVR-Control","Pisaster giganteus","Hawthorne Reef",0.277777777777778,0.15625,5,0.634489156355735,0.489641376160837,3.57172250407146,0.0312500000000001
"PVR-Control","Strongylocentrotus purpuratus","Hawthorne Reef",17.7777777777778,8.07291666666665,0.357142857142857,32.7435750480046,20.3197950202481,0.946853448051496,22.6041666666666
"PVR-Control","Mesocentrotus franciscanus","Honeymoon Cove",34.4791666666667,23.4313725490196,10.4166666666667,41.0992275520641,18.083742808811,6.36832439151427,2.24941176470588
"PVR-Control","Patiria miniata","Honeymoon Cove",20.7291666666667,16.3235294117647,44.375,16.7628274319264,15.4521645199744,26.3725095366228,0.367854183927092
"PVR-Control","Pisaster giganteus","Honeymoon Cove",0.104166666666667,0.53921568627451,3.75,0.409891147364972,1.16759651894838,2.39598429476087,0.143790849673203
"PVR-Control","Strongylocentrotus purpuratus","Honeymoon Cove",26.9791666666667,17.0833333333333,26.6666666666667,32.950591610094,30.7458082731315,33.6209811036259,0.640625
"PVR&Adj","Mesocentrotus franciscanus","KOU Rock",4.72222222222222,11.6145833333333,3.78787878787879,6.01260083159229,12.5109079390873,3.49534150225871,3.06625
"PVR&Adj","Patiria miniata","KOU Rock",4.02777777777778,19.4791666666667,19.3939393939394,3.7724102249082,15.2373201687805,10.6476200801782,1.00439453125
"PVR&Adj","Pisaster giganteus","KOU Rock",0,0.15625,6.36363636363636,0,0.489641376160837,2.50060117831818,0.0245535714285715
"MPA","Mesocentrotus franciscanus","Long Point East",12.3611111111111,16.9791666666667,9.02777777777778,15.3770381129531,19.1229084111777,12.8435087334479,1.88076923076923
"MPA","Patiria miniata","Long Point East",10.6944444444444,13.6979166666667,39.8611111111111,15.4240907832369,13.9584567237695,21.2013390942196,0.343641114982578
"MPA","Pisaster giganteus","Long Point East",0,0.260416666666667,5.69444444444445,0,0.740534032004823,3.64210040088308,0.0457317073170732
"MPA","Pisaster ochraceus","Long Point East",0,0,0.138888888888889,0,0,0.470549752144401,0
"MPA","Strongylocentrotus purpuratus","Long Point East",3.88888888888889,2.39583333333333,0.277777777777778,6.8218650081936,7.85604048704173,0.634489156355735,8.62499999999998
"PVR-Control","Mesocentrotus franciscanus","Lunada Bay",5.625,20.6770833333333,4.44444444444445,3.84298302344917,20.650187041955,5.21672030038334,4.65234374999999
"PVR-Control","Patiria miniata","Lunada Bay",2.08333333333333,3.90625000000001,21.6666666666667,2.23606797749979,6.81850080756662,22.8098631094635,0.180288461538462
"PVR-Control","Pisaster giganteus","Lunada Bay",0.208333333333334,0.312500000000001,3.47222222222223,0.569275042553312,0.655663160391204,4.25391739512052,0.09
"PVR-Control","Strongylocentrotus purpuratus","Lunada Bay",2.91666666666666,9.63541666666667,0.694444444444445,6.13127984947617,25.2979925275886,1.89817269533635,13.875
"Non-MPA","Mesocentrotus franciscanus","Marguerite West",30.5555555555556,31.25,11.6666666666667,24.3508308474878,19.0077956716789,10.4527154012371,2.67857142857143
"Non-MPA","Patiria miniata","Marguerite West",21.6666666666667,7.8125,113.333333333333,28.5384730573387,10.2689526675747,38.3212541355121,0.0689338235294119
"Non-MPA","Pisaster giganteus","Marguerite West",0,0.3125,9.16666666666669,0,0.906509381782262,2.88675134594815,0.034090909090909
"Non-MPA","Strongylocentrotus purpuratus","Marguerite West",45.5555555555556,21.6666666666667,25.8333333333334,31.9837921917174,25.6399572426985,16.9148192751537,0.838709677419354
"PVR&Adj","Mesocentrotus franciscanus","Old 18th",0,0.833333333333333,1.66666666666666,0,2.14138691479874,1.92450089729875,0.500000000000001
"PVR&Adj","Patiria miniata","Old 18th",0.555555555555557,1.19791666666667,9.16666666666669,0.82060993986222,3.2321787880334,8.6602540378444,0.130681818181818
"PVR&Adj","Pisaster giganteus","Old 18th",0,0.15625,1.66666666666667,0,0.489641376160837,0,0.09375
"Non-MPA","Mesocentrotus franciscanus","Point Fermin",21.3888888888889,18.6458333333333,17.7777777777778,14.8479952506378,12.8267479496154,27.1961326226659,1.048828125
"Non-MPA","Patiria miniata","Point Fermin",10.2777777777778,6.97916666666667,26.1111111111111,16.8132443384727,6.99785019898306,13.3194372031031,0.267287234042553
"Non-MPA","Pisaster giganteus","Point Fermin",0,0,8.33333333333333,0,0,5.77350269189625,0
"Non-MPA","Strongylocentrotus purpuratus","Point Fermin",7.5,4.47916666666667,37.5000000000001,10.0967541539073,6.65884958365766,50.1525450777704,0.119444444444444
"MPA","Mesocentrotus franciscanus","Point Vicente West",39.6875,35.1470588235294,14.0277777777778,33.3237553443621,24.3807812706301,6.07753181107709,2.5055329062318
"MPA","Patiria miniata","Point Vicente West",30.2083333333333,19.5343137254902,77.7777777777778,41.4083389866631,26.1499147635749,62.3699936111876,0.251155462184874
"MPA","Pisaster giganteus","Point Vicente West",0,0.833333333333333,10.4166666666667,0,1.42531018415689,4.92087145182746,0.08
"MPA","Pisaster ochraceus","Point Vicente West",0,0,0.416666666666668,0,0,0.737209780774487,0
"MPA","Strongylocentrotus purpuratus","Point Vicente West",11.7708333333333,13.2598039215686,5.27777777777778,14.9487625505295,20.9643815116644,14.4100296079199,2.51238390092879
"Non-MPA","Mesocentrotus franciscanus","Portuguese Bend",1.04166666666667,0.78125,1.66666666666667,2.26691175145591,1.96908984427192,2.18217890235992,0.46875
"Non-MPA","Patiria miniata","Portuguese Bend",2.29166666666667,2.91666666666667,0.833333333333335,3.43592135468138,3.02837841719665,0.89087080637475,3.49999999999999
"Non-MPA","Pisaster giganteus","Portuguese Bend",0,0,1.66666666666667,0,0,2.18217890235992,0
"PVR-Control","Mesocentrotus franciscanus","Resort Point",15.5555555555556,31.9791666666667,39.1666666666666,14.618057348503,21.9484625616088,41.5710012887366,0.816489361702129
"PVR-Control","Patiria miniata","Resort Point",10.9722222222222,17.5520833333333,97.9166666666667,9.74204328708342,17.4219568685251,62.8504986868457,0.179255319148936
"PVR-Control","Pisaster giganteus","Resort Point",0.277777777777777,0.572916666666667,5,0.941099504288799,0.994639512658276,5.57773351022716,0.114583333333334
"PVR-Control","Strongylocentrotus purpuratus","Resort Point",13.6111111111111,14.9479166666667,4.16666666666666,17.1781421238648,16.4562611715429,4.71404520791031,3.5875
"PVR-Control","Mesocentrotus franciscanus","Ridges North",10.6944444444444,11.25,25.9722222222222,10.2730436936226,9.17118839177414,31.9076137184295,0.433155080213904
"PVR-Control","Patiria miniata","Ridges North",1.80555555555556,0.661764705882354,12.6388888888889,3.43738562977649,1.00329911357791,5.66616934447406,0.0523594053005818
"PVR-Control","Pisaster giganteus","Ridges North",0,0.36764705882353,9.72222222222223,0,0.753410610843683,9.11105219728803,0.0378151260504202
"PVR-Control","Strongylocentrotus purpuratus","Ridges North",2.36111111111111,3.06372549019608,2.08333333333333,4.02037884468,7.77806955568487,4.2349477692996,1.47058823529412
"Non-MPA","Mesocentrotus franciscanus","Ridges South",16.25,7.91666666666666,8.33333333333333,15.7654045237659,7.23393040496953,8.86405260427918,0.95
"Non-MPA","Patiria miniata","Ridges South",0.833333333333333,0.3125,3.54166666666667,2.88675134594813,0.89176840943002,3.38501600193165,0.0882352941176471
"Non-MPA","Pisaster giganteus","Ridges South",0.138888888888889,0.0520833333333334,6.45833333333333,0.481125224324689,0.294627825494395,9.10422455577105,0.00806451612903228
"Non-MPA","Pisaster ochraceus","Ridges South",0,0,0.208333333333334,0,0,0.589255650988791,0
"Non-MPA","Strongylocentrotus purpuratus","Ridges South",1.52777777777778,2.1875,1.66666666666667,3.51463989658879,5.55902669338597,2.35702260395516,1.3125
"PVR-Control","Mesocentrotus franciscanus","Rocky Point North",21.5625,24.4607843137255,21.9444444444445,17.6126049477809,24.7716623402036,14.609793111143,1.11466865227103
"PVR-Control","Patiria miniata","Rocky Point North",1.45833333333334,1.6421568627451,5.13888888888889,3.38004899118278,2.69346988501103,5.12916889866012,0.319554848966614
"PVR-Control","Pisaster giganteus","Rocky Point North",0,0.343137254901962,7.08333333333332,0,0.678918729240167,5.34441782913415,0.0484429065743946
"PVR-Control","Pisaster ochraceus","Rocky Point North",0,0,0.138888888888889,0,0,0.470549752144401,0
"PVR-Control","Strongylocentrotus purpuratus","Rocky Point North",9.47916666666666,4.82843137254902,4.30555555555556,15.2484648736712,7.5647547603305,6.5000309673485,1.12144212523719
"PVR-Control","Mesocentrotus franciscanus","Rocky Point South",23.8888888888889,29.1145833333333,26.6666666666667,15.3436218370665,24.5882651317035,20.9208307535884,1.091796875
"PVR-Control","Patiria miniata","Rocky Point South",4.72222222222222,1.97916666666667,43.0555555555556,7.79673328513197,2.76783936388441,39.7567077762295,0.0459677419354839
"PVR-Control","Pisaster giganteus","Rocky Point South",0,0.260416666666667,7.08333333333334,0,0.609937545592835,5.77872994755451,0.036764705882353
"PVR-Control","Strongylocentrotus purpuratus","Rocky Point South",5,18.6979166666667,7.63888888888889,6.3321890652039,52.8111579904213,9.49086347668173,2.44772727272727
"Non-MPA","Mesocentrotus franciscanus","Segovia",19.1666666666667,33.3333333333333,17.2222222222222,15.3206469257085,20.0462428362986,10.4172222074082,1.93548387096774
"Non-MPA","Patiria miniata","Segovia",0,13.125,87.4999999999999,0,19.2245502764911,56.3397432250685,0.15
"Non-MPA","Pisaster giganteus","Segovia",0,0.416666666666667,11.1111111111111,0,0.962250448649376,13.6896825166769,0.0375
"Non-MPA","Strongylocentrotus purpuratus","Segovia",20,15.625,150,11.7851130197757,18.9724459072546,310.90012687178,0.104166666666667
"Non-MPA","Mesocentrotus franciscanus","Underwater Arch",8.33333333333333,36.25,36.6666666666667,10.0921678469916,24.5213436886378,34.129383452017,0.988636363636364
"Non-MPA","Patiria miniata","Underwater Arch",0.416666666666668,5.20833333333333,82.9166666666666,0.833333333333335,5.54025671286488,50.8697501613825,0.0628140703517589
"Non-MPA","Pisaster giganteus","Underwater Arch",0,0.729166666666667,38.75,0,2.10543828462635,14.6170245743587,0.0188172043010753
"Non-MPA","Pisaster ochraceus","Underwater Arch",0,0,1.25,0,0,1.59571184626056,0
"Non-MPA","Strongylocentrotus purpuratus","Underwater Arch",51.25,63.75,33.75,22.3762026368293,76.8295371441075,19.358938982251,1.88888888888889
"Non-MPA","Mesocentrotus franciscanus","Whites Point",10,12.1875,140.833333333333,12.8235893744476,7.27040551113185,220.571857779827,0.0865384615384616
"Non-MPA","Patiria miniata","Whites Point",7.77777777777778,1.66666666666667,31.6666666666667,9.52579344415682,1.82574185835055,15.5991452757301,0.0526315789473684
"Non-MPA","Pisaster giganteus","Whites Point",0,0.104166666666667,9.99999999999999,0,0.416666666666668,5.27046276694728,0.0104166666666667
"Non-MPA","Strongylocentrotus purpuratus","Whites Point",1.66666666666667,8.64583333333334,86.3888888888889,2.58198889747161,12.9703186802278,116.11018075119,0.10008038585209
